language,city,date,mobile
swedish,madrid,17,1
italian,paris,35,1
slovene,valletta,3,1
greek,vienna,34,0
spanish,amsterdam,19,0
lithuanian,amsterdam,30,0
italian,vienna,6,1
slovene,madrid,11,0
maltese,valletta,7,1
portuguese,amsterdam,38,1
maltese,paris,18,1
polish,madrid,44,0
romanian,madrid,8,1
romanian,madrid,35,1
romanian,copenhagen,36,1
finnish,paris,10,0
luxembourgish,copenhagen,27,1
luxembourgish,rome,33,0
croatian,valletta,28,1
swedish,madrid,22,0
swedish,copenhagen,39,1
portuguese,copenhagen,5,0
croatian,paris,13,1
slovakian,amsterdam,39,1
romanian,sofia,19,0
slovakian,amsterdam,6,0
german,amsterdam,14,1
latvian,amsterdam,5,1
italian,copenhagen,31,1
austrian,vienna,22,0
austrian,sofia,8,0
spanish,copenhagen,5,1
italian,sofia,32,1
finnish,madrid,25,1
slovene,vienna,18,0
bulgarian,sofia,44,0
estonian,sofia,30,0
austrian,amsterdam,40,0
slovene,rome,3,0
polish,copenhagen,5,1
czech,copenhagen,3,1
austrian,sofia,14,1
latvian,vienna,24,0
portuguese,rome,8,0
irish,vilnius,6,1
czech,madrid,42,1
french,amsterdam,32,1
austrian,amsterdam,20,1
luxembourgish,rome,25,0
danish,rome,22,1
french,sofia,26,1
lithuanian,rome,27,0
maltese,amsterdam,42,1
estonian,madrid,23,0
german,madrid,9,0
spanish,madrid,37,0
croatian,rome,32,0
cypriot,rome,22,0
bulgarian,vienna,6,1
finnish,vilnius,39,0
swedish,copenhagen,16,0
latvian,valletta,15,1
romanian,vienna,29,1
bulgarian,copenhagen,17,1
lithuanian,vilnius,27,1
french,vilnius,44,0
cypriot,rome,35,1
finnish,rome,32,0
italian,paris,13,0
cypriot,valletta,7,1
greek,madrid,35,1
latvian,paris,17,0
danish,copenhagen,6,0
romanian,sofia,23,1
latvian,valletta,29,1
spanish,sofia,4,0
dutch,sofia,34,0
cypriot,rome,11,0
cypriot,valletta,42,0
czech,paris,9,0
lithuanian,sofia,38,1
irish,paris,40,1
portuguese,madrid,36,0
romanian,rome,6,1
french,paris,25,0
slovene,sofia,14,0
lithuanian,rome,25,0
luxembourgish,valletta,7,0
polish,paris,12,1
bulgarian,amsterdam,18,1
lithuanian,vilnius,28,0
croatian,paris,39,1
estonian,amsterdam,20,1
dutch,valletta,4,0
estonian,sofia,4,1
portuguese,sofia,33,1
irish,vienna,25,1
latvian,vilnius,25,0
swedish,copenhagen,10,1
maltese,vienna,30,1
maltese,paris,10,1
cypriot,copenhagen,12,0
polish,sofia,22,0
slovakian,sofia,4,0
estonian,valletta,40,0
czech,rome,43,0
danish,sofia,36,0
estonian,madrid,16,0
finnish,rome,5,0
greek,sofia,25,1
romanian,vilnius,44,0
spanish,vienna,20,1
italian,sofia,5,0
portuguese,madrid,44,0
slovene,paris,36,0
french,valletta,29,1
hungarian,sofia,12,0
german,madrid,10,0
lithuanian,amsterdam,43,0
lithuanian,sofia,24,1
cypriot,vienna,19,0
dutch,amsterdam,25,1
lithuanian,copenhagen,12,0
italian,vienna,7,0
dutch,sofia,31,0
hungarian,copenhagen,11,1
romanian,amsterdam,0,0
greek,amsterdam,42,1
french,sofia,37,1
lithuanian,vienna,22,0
croatian,vienna,2,1
lithuanian,madrid,30,0
german,sofia,1,0
french,copenhagen,9,0
danish,vilnius,25,1
irish,vilnius,39,1
austrian,vienna,3,1
latvian,rome,22,1
polish,madrid,19,1
austrian,valletta,10,1
german,vienna,13,0
bulgarian,valletta,35,1
finnish,vienna,26,0
greek,madrid,6,0
slovene,madrid,21,1
finnish,sofia,29,0
maltese,madrid,5,1
luxembourgish,amsterdam,15,1
greek,madrid,26,0
french,madrid,44,1
luxembourgish,madrid,14,1
latvian,paris,5,0
luxembourgish,rome,29,1
dutch,rome,0,0
lithuanian,paris,17,0
croatian,sofia,38,1
danish,madrid,10,0
irish,valletta,33,0
luxembourgish,amsterdam,19,1
german,madrid,29,0
lithuanian,vilnius,33,0
italian,valletta,18,0
bulgarian,rome,11,1
french,sofia,11,0
croatian,paris,23,1
latvian,sofia,20,1
maltese,rome,36,0
luxembourgish,paris,41,1
bulgarian,sofia,37,1
polish,paris,9,0
maltese,amsterdam,12,1
irish,amsterdam,37,1
cypriot,madrid,41,1
czech,paris,5,0
slovene,rome,15,1
irish,copenhagen,32,1
greek,rome,9,1
finnish,valletta,7,0
austrian,vienna,29,1
cypriot,amsterdam,21,0
polish,paris,21,1
portuguese,paris,39,1
portuguese,vienna,17,0
spanish,sofia,0,0
croatian,madrid,37,0
irish,sofia,38,0
slovene,valletta,31,0
finnish,amsterdam,1,0
danish,sofia,25,1
italian,vilnius,26,0
hungarian,amsterdam,31,0
spanish,valletta,7,0
danish,valletta,14,1
lithuanian,madrid,38,1
austrian,madrid,19,1
slovakian,copenhagen,10,0
romanian,rome,1,1
italian,vienna,36,1
austrian,valletta,30,0
swedish,rome,8,0
italian,rome,33,1
irish,sofia,5,0
lithuanian,vilnius,33,1
slovakian,amsterdam,40,1
austrian,rome,32,1
danish,madrid,6,1
cypriot,copenhagen,32,1
cypriot,sofia,37,0
dutch,valletta,20,0
danish,valletta,5,0
estonian,valletta,16,1
maltese,copenhagen,37,1
irish,madrid,6,1
hungarian,vilnius,34,0
hungarian,vienna,40,0
maltese,madrid,7,0
dutch,paris,22,1
german,valletta,15,0
lithuanian,amsterdam,6,0
austrian,sofia,12,0
lithuanian,amsterdam,17,0
maltese,rome,16,1
latvian,copenhagen,40,1
french,valletta,13,1
greek,copenhagen,22,1
croatian,rome,44,1
bulgarian,madrid,13,0
dutch,amsterdam,16,0
estonian,madrid,35,0
romanian,paris,7,1
slovakian,sofia,41,0
slovakian,rome,3,0
czech,vienna,24,1
portuguese,amsterdam,40,0
slovene,amsterdam,31,1
german,madrid,38,0
danish,vienna,30,1
cypriot,valletta,5,1
french,vienna,3,0
greek,vienna,14,0
romanian,amsterdam,40,1
irish,vienna,15,1
swedish,sofia,25,0
croatian,madrid,5,0
czech,amsterdam,5,1
maltese,vilnius,24,1
dutch,amsterdam,38,1
greek,paris,22,0
slovakian,sofia,12,0
spanish,copenhagen,4,0
greek,vilnius,44,0
czech,valletta,8,1
bulgarian,amsterdam,21,0
irish,valletta,4,0
croatian,rome,26,1
maltese,vienna,35,1
danish,rome,9,0
swedish,rome,22,0
romanian,vilnius,40,0
slovakian,copenhagen,28,0
spanish,vienna,26,0
lithuanian,vienna,9,1
portuguese,amsterdam,7,0
finnish,madrid,6,1
dutch,vienna,0,1
swedish,rome,7,0
romanian,amsterdam,32,1
romanian,madrid,4,1
cypriot,copenhagen,21,0
latvian,copenhagen,33,1
slovene,madrid,38,0
slovene,valletta,26,0
danish,vilnius,16,0
croatian,madrid,6,1
portuguese,vienna,16,0
finnish,vienna,27,1
polish,rome,36,0
portuguese,amsterdam,24,1
austrian,vienna,21,0
latvian,amsterdam,39,1
italian,sofia,11,1
czech,madrid,17,0
finnish,vienna,15,0
dutch,vienna,24,0
lithuanian,copenhagen,37,0
german,rome,8,1
lithuanian,vienna,24,1
danish,paris,29,1
estonian,valletta,19,1
spanish,sofia,16,0
spanish,copenhagen,43,0
french,paris,28,0
lithuanian,vienna,20,1
dutch,valletta,38,1
latvian,vienna,26,1
german,vilnius,2,0
czech,madrid,37,1
bulgarian,amsterdam,25,0
swedish,copenhagen,41,0
austrian,madrid,3,0
swedish,valletta,38,0
french,copenhagen,2,0
lithuanian,madrid,41,1
maltese,paris,31,0
italian,madrid,38,1
luxembourgish,amsterdam,4,1
hungarian,vilnius,9,1
maltese,valletta,31,1
czech,madrid,28,1
irish,vienna,19,0
irish,paris,24,1
german,paris,37,0
swedish,copenhagen,2,1
maltese,valletta,23,0
french,valletta,29,0
swedish,vilnius,41,1
french,madrid,32,1
lithuanian,rome,17,1
maltese,vienna,8,0
slovakian,vilnius,42,0
luxembourgish,madrid,26,1
german,vilnius,32,0
croatian,copenhagen,33,0
cypriot,paris,30,0
latvian,valletta,23,1
estonian,vilnius,16,1
slovene,paris,32,0
cypriot,rome,42,0
estonian,paris,22,0
croatian,madrid,32,1
hungarian,rome,41,0
hungarian,vienna,38,1
dutch,valletta,0,0
italian,amsterdam,17,0
greek,valletta,33,1
italian,vilnius,6,1
latvian,madrid,20,1
swedish,vilnius,35,0
french,paris,16,0
cypriot,paris,19,0
dutch,paris,41,0
lithuanian,vilnius,6,0
portuguese,amsterdam,33,1
german,vienna,33,1
maltese,valletta,22,1
portuguese,valletta,30,1
dutch,paris,44,0
dutch,vilnius,21,1
spanish,valletta,36,0
lithuanian,rome,22,1
luxembourgish,copenhagen,15,1
czech,madrid,25,0
austrian,sofia,18,0
lithuanian,madrid,9,0
italian,madrid,42,1
greek,amsterdam,0,1
latvian,amsterdam,6,1
latvian,copenhagen,28,1
hungarian,paris,37,1
french,copenhagen,16,0
finnish,copenhagen,26,0
greek,vilnius,8,0
portuguese,madrid,0,0
maltese,rome,10,0
slovakian,rome,19,0
italian,paris,18,0
french,vienna,17,0
slovene,copenhagen,21,0
luxembourgish,copenhagen,41,0
italian,madrid,11,0
polish,copenhagen,9,0
greek,vilnius,38,1
maltese,rome,39,0
maltese,amsterdam,38,1
portuguese,madrid,42,1
latvian,paris,26,1
dutch,amsterdam,0,1
romanian,paris,20,1
german,rome,33,0
slovakian,madrid,2,1
bulgarian,sofia,2,0
dutch,paris,43,0
danish,sofia,18,0
spanish,paris,38,1
austrian,paris,7,0
french,rome,24,1
slovakian,valletta,18,1
french,sofia,25,1
portuguese,vienna,31,1
cypriot,paris,3,1
austrian,vienna,25,0
polish,copenhagen,35,0
spanish,copenhagen,33,1
french,copenhagen,7,1
bulgarian,vienna,11,0
danish,copenhagen,31,1
polish,vilnius,4,0
danish,vilnius,1,1
slovene,paris,14,1
lithuanian,sofia,29,0
polish,sofia,6,0
romanian,copenhagen,15,0
cypriot,madrid,32,1
portuguese,vienna,38,1
hungarian,sofia,25,1
finnish,vienna,5,0
maltese,valletta,11,1
spanish,amsterdam,31,0
croatian,valletta,34,1
italian,sofia,30,0
latvian,vilnius,40,1
german,copenhagen,16,0
slovene,paris,5,0
german,madrid,1,1
finnish,sofia,31,0
czech,vilnius,37,0
romanian,vienna,29,0
polish,paris,23,0
croatian,sofia,40,0
estonian,rome,42,0
finnish,paris,16,0
hungarian,valletta,31,0
greek,vienna,1,1
slovakian,rome,18,0
swedish,amsterdam,6,1
slovakian,madrid,9,0
slovakian,paris,24,1
lithuanian,copenhagen,33,1
estonian,copenhagen,28,1
swedish,sofia,3,1
austrian,vienna,33,1
danish,copenhagen,17,1
spanish,rome,24,0
romanian,valletta,42,0
slovakian,sofia,5,1
latvian,valletta,35,0
portuguese,copenhagen,36,0
estonian,madrid,22,0
german,madrid,11,0
irish,madrid,28,0
lithuanian,amsterdam,20,1
slovene,madrid,22,1
finnish,rome,33,1
spanish,sofia,21,0
polish,rome,32,0
german,amsterdam,26,1
french,sofia,1,1
finnish,rome,13,1
polish,madrid,40,1
austrian,paris,19,0
romanian,paris,36,1
dutch,sofia,38,1
latvian,rome,31,1
finnish,copenhagen,42,0
hungarian,rome,40,1
romanian,madrid,22,0
german,rome,10,1
hungarian,paris,14,1
hungarian,sofia,7,0
croatian,sofia,24,0
italian,madrid,33,1
french,valletta,16,1
estonian,vilnius,20,1
cypriot,valletta,12,0
greek,rome,14,1
lithuanian,copenhagen,40,1
portuguese,madrid,38,1
dutch,amsterdam,37,0
french,paris,33,1
spanish,madrid,19,1
italian,vienna,12,1
bulgarian,paris,20,1
maltese,vilnius,20,1
finnish,sofia,31,1
italian,sofia,27,1
german,paris,23,0
slovene,vilnius,38,1
portuguese,copenhagen,3,0
estonian,paris,13,0
romanian,valletta,14,1
german,vilnius,29,0
lithuanian,rome,3,1
estonian,vienna,26,1
finnish,rome,17,0
dutch,vilnius,24,1
french,vienna,37,1
finnish,rome,13,0
lithuanian,sofia,12,0
swedish,copenhagen,34,0
german,copenhagen,33,0
italian,amsterdam,28,0
luxembourgish,vilnius,35,1
luxembourgish,rome,39,0
finnish,rome,32,1
polish,madrid,24,1
hungarian,madrid,16,0
french,vienna,27,1
spanish,copenhagen,41,1
bulgarian,copenhagen,15,1
polish,madrid,2,0
maltese,sofia,21,0
lithuanian,amsterdam,11,1
dutch,rome,17,1
austrian,sofia,20,0
spanish,valletta,40,1
portuguese,madrid,43,0
romanian,madrid,9,1
maltese,rome,5,0
finnish,amsterdam,28,1
greek,valletta,30,1
french,sofia,15,1
irish,paris,18,1
dutch,sofia,3,1
cypriot,paris,29,0
latvian,copenhagen,0,0
spanish,sofia,31,0
croatian,rome,15,1
italian,vilnius,29,0
danish,vienna,18,0
german,vilnius,17,1
finnish,copenhagen,44,1
dutch,amsterdam,23,0
slovakian,rome,11,0
polish,madrid,27,1
slovakian,vilnius,44,0
hungarian,madrid,1,1
french,paris,15,1
dutch,madrid,17,0
portuguese,valletta,18,1
german,rome,38,0
cypriot,madrid,22,0
romanian,vienna,16,1
cypriot,vilnius,19,1
italian,paris,20,1
maltese,vilnius,24,0
croatian,vienna,39,0
estonian,vilnius,12,0
lithuanian,vienna,31,0
german,copenhagen,10,1
maltese,copenhagen,7,1
latvian,madrid,18,0
finnish,paris,24,0
german,paris,24,0
lithuanian,valletta,33,0
spanish,copenhagen,17,0
spanish,valletta,1,1
slovakian,rome,37,1
polish,sofia,32,0
maltese,amsterdam,0,0
maltese,vienna,29,0
german,sofia,44,0
romanian,valletta,13,0
austrian,valletta,2,0
dutch,paris,11,0
greek,paris,4,1
polish,vienna,13,0
austrian,amsterdam,22,1
french,paris,8,0
greek,amsterdam,18,1
italian,vilnius,34,0
dutch,valletta,22,0
croatian,vienna,17,1
cypriot,valletta,11,0
portuguese,rome,29,1
irish,amsterdam,16,1
latvian,vilnius,36,1
dutch,copenhagen,21,1
danish,vilnius,7,1
italian,rome,5,0
finnish,paris,21,0
cypriot,sofia,27,1
swedish,rome,28,1
estonian,madrid,38,1
polish,amsterdam,16,1
dutch,copenhagen,15,0
austrian,vilnius,19,0
swedish,vilnius,30,1
slovakian,rome,5,0
german,vienna,4,1
austrian,vilnius,44,1
german,amsterdam,13,0
portuguese,vilnius,26,0
dutch,sofia,43,1
czech,copenhagen,7,0
latvian,vienna,44,0
french,rome,11,0
portuguese,vilnius,38,0
maltese,sofia,0,0
spanish,madrid,36,1
spanish,vilnius,3,1
portuguese,copenhagen,9,0
irish,paris,32,1
swedish,madrid,25,1
estonian,vienna,6,1
cypriot,valletta,20,1
maltese,rome,41,0
slovakian,paris,18,0
italian,paris,24,1
lithuanian,vienna,32,0
danish,sofia,2,1
luxembourgish,amsterdam,7,0
french,valletta,13,0
slovene,rome,5,1
luxembourgish,rome,8,1
croatian,vilnius,9,0
spanish,valletta,42,0
croatian,vienna,39,1
czech,copenhagen,20,1
portuguese,paris,19,0
croatian,amsterdam,43,1
german,copenhagen,24,0
portuguese,paris,35,1
finnish,vienna,16,1
czech,sofia,1,0
hungarian,vilnius,42,0
german,amsterdam,2,1
finnish,rome,42,0
slovene,paris,20,0
spanish,amsterdam,40,0
swedish,valletta,0,0
hungarian,sofia,9,1
polish,vienna,33,0
maltese,madrid,6,0
spanish,copenhagen,43,1
hungarian,rome,4,0
croatian,valletta,12,1
spanish,madrid,18,1
estonian,valletta,31,0
estonian,sofia,30,1
polish,paris,9,1
hungarian,copenhagen,16,0
estonian,vienna,24,1
swedish,rome,23,1
austrian,vilnius,33,0
irish,vilnius,43,0
czech,paris,20,0
spanish,paris,39,1
german,vienna,21,0
greek,vilnius,10,0
polish,vilnius,39,0
german,copenhagen,6,1
italian,paris,23,1
czech,sofia,6,1
dutch,valletta,24,1
slovakian,vienna,5,0
maltese,vienna,7,0
estonian,valletta,40,1
italian,vienna,13,0
austrian,rome,11,1
latvian,amsterdam,21,0
spanish,vilnius,33,0
dutch,paris,12,0
french,valletta,2,1
irish,paris,41,0
bulgarian,amsterdam,36,0
romanian,amsterdam,38,0
maltese,rome,24,0
portuguese,valletta,10,0
irish,rome,20,0
croatian,sofia,6,1
bulgarian,copenhagen,21,1
irish,vienna,10,0
polish,paris,16,1
greek,paris,25,0
german,madrid,23,0
slovene,vienna,30,1
french,vilnius,22,0
croatian,rome,16,1
portuguese,vilnius,36,1
croatian,paris,43,0
french,paris,4,1
lithuanian,amsterdam,37,0
danish,amsterdam,44,0
lithuanian,amsterdam,38,0
french,madrid,33,1
greek,vienna,5,0
cypriot,amsterdam,5,1
dutch,sofia,41,0
bulgarian,vienna,22,1
latvian,amsterdam,39,0
latvian,rome,0,1
polish,copenhagen,36,0
portuguese,sofia,15,0
finnish,rome,21,1
polish,vilnius,7,1
finnish,amsterdam,17,0
spanish,sofia,15,1
austrian,madrid,23,1
slovakian,rome,0,0
dutch,amsterdam,28,0
swedish,madrid,14,1
dutch,paris,24,0
latvian,sofia,27,1
finnish,rome,9,0
cypriot,vienna,6,1
portuguese,valletta,23,1
swedish,copenhagen,36,0
greek,valletta,7,0
maltese,paris,14,1
luxembourgish,amsterdam,37,0
italian,rome,42,0
cypriot,madrid,15,0
portuguese,paris,21,1
lithuanian,sofia,8,0
polish,valletta,30,0
portuguese,copenhagen,36,1
bulgarian,madrid,10,0
danish,vienna,25,0
romanian,vilnius,26,0
czech,sofia,34,0
hungarian,copenhagen,30,1
romanian,rome,21,1
austrian,valletta,26,1
croatian,paris,9,0
spanish,vienna,28,0
spanish,copenhagen,8,0
bulgarian,vilnius,29,1
hungarian,paris,36,0
cypriot,sofia,0,1
cypriot,paris,42,0
greek,vienna,36,1
portuguese,amsterdam,0,1
romanian,copenhagen,28,1
austrian,vilnius,5,0
danish,sofia,14,0
italian,sofia,34,0
danish,vienna,1,0
estonian,vienna,37,0
french,sofia,30,0
italian,amsterdam,25,1
german,amsterdam,6,0
polish,sofia,17,1
french,valletta,39,0
danish,vilnius,34,1
croatian,vienna,7,1
slovakian,amsterdam,30,0
portuguese,rome,44,0
luxembourgish,madrid,17,1
polish,rome,6,1
croatian,vilnius,24,0
lithuanian,vilnius,13,1
irish,paris,26,0
slovene,rome,10,0
bulgarian,sofia,32,0
romanian,copenhagen,25,1
estonian,vilnius,44,1
polish,valletta,4,0
danish,valletta,28,1
danish,copenhagen,21,0
spanish,vienna,19,1
finnish,vilnius,3,0
spanish,vilnius,35,1
croatian,valletta,2,1
portuguese,sofia,3,0
croatian,madrid,12,0
italian,vienna,43,0
greek,madrid,2,1
polish,amsterdam,1,1
estonian,sofia,5,0
finnish,vilnius,11,1
slovene,vienna,27,0
german,vilnius,11,0
lithuanian,paris,3,0
luxembourgish,vienna,32,0
slovakian,vilnius,7,0
cypriot,vienna,17,1
slovene,paris,27,0
estonian,rome,6,0
bulgarian,paris,22,1
swedish,copenhagen,22,1
swedish,paris,24,1
romanian,copenhagen,0,0
romanian,vienna,32,0
croatian,madrid,33,0
irish,vilnius,8,0
slovakian,valletta,42,0
slovakian,sofia,15,0
hungarian,vienna,34,0
austrian,rome,34,0
luxembourgish,vienna,23,1
latvian,rome,37,0
latvian,rome,26,1
estonian,paris,15,0
slovakian,amsterdam,21,0
irish,rome,35,0
dutch,copenhagen,6,1
polish,vienna,10,1
italian,vienna,8,1
portuguese,paris,33,1
swedish,copenhagen,21,1
polish,paris,14,0
finnish,sofia,37,0
finnish,sofia,35,1
czech,madrid,16,1
french,sofia,37,0
slovakian,copenhagen,11,1
latvian,vienna,41,1
dutch,madrid,23,0
dutch,vienna,3,1
italian,madrid,40,0
slovene,valletta,8,0
lithuanian,rome,40,0
french,amsterdam,1,1
austrian,copenhagen,13,0
swedish,copenhagen,43,1
irish,sofia,23,0
slovene,vienna,10,1
danish,amsterdam,36,1
spanish,madrid,2,0
swedish,vienna,13,1
latvian,valletta,41,1
slovakian,amsterdam,0,0
italian,vienna,32,0
greek,sofia,18,0
finnish,copenhagen,30,1
polish,amsterdam,32,0
latvian,amsterdam,18,1
croatian,madrid,4,0
swedish,vienna,8,0
estonian,amsterdam,35,1
greek,rome,0,1
slovakian,valletta,24,1
latvian,vienna,14,1
bulgarian,valletta,1,0
estonian,madrid,9,1
swedish,paris,40,0
maltese,copenhagen,19,0
cypriot,copenhagen,35,1
polish,amsterdam,6,0
dutch,valletta,20,1
hungarian,madrid,40,1
dutch,valletta,43,0
latvian,rome,32,0
lithuanian,vienna,36,1
greek,vilnius,31,0
dutch,vienna,42,1
cypriot,madrid,30,0
slovene,madrid,33,0
french,sofia,39,0
finnish,copenhagen,24,1
romanian,valletta,17,1
slovakian,paris,37,0
maltese,madrid,0,0
irish,rome,41,1
maltese,madrid,17,0
austrian,amsterdam,6,1
slovakian,vienna,12,0
bulgarian,rome,33,1
cypriot,rome,22,1
irish,vienna,15,0
spanish,copenhagen,31,0
luxembourgish,vilnius,16,1
spanish,valletta,20,0
dutch,sofia,19,1
danish,vienna,26,1
dutch,vilnius,37,1
austrian,sofia,35,0
slovakian,paris,0,1
spanish,copenhagen,35,1
hungarian,rome,15,0
greek,vienna,5,1
lithuanian,amsterdam,21,1
romanian,paris,1,1
swedish,amsterdam,33,0
latvian,vilnius,10,1
estonian,copenhagen,14,1
luxembourgish,madrid,10,1
maltese,vienna,11,0
slovakian,vienna,2,0
romanian,copenhagen,7,0
swedish,valletta,24,0
slovakian,vienna,21,1
slovene,valletta,33,0
czech,rome,15,1
croatian,vilnius,25,0
austrian,madrid,31,0
czech,copenhagen,2,0
german,madrid,3,1
estonian,vilnius,32,1
french,paris,3,0
luxembourgish,sofia,4,1
french,vilnius,18,1
portuguese,vienna,23,1
greek,copenhagen,16,0
maltese,paris,43,0
slovene,copenhagen,26,1
luxembourgish,copenhagen,6,0
slovene,paris,13,1
lithuanian,madrid,0,0
french,sofia,40,1
bulgarian,amsterdam,26,1
german,madrid,16,1
portuguese,vienna,8,1
danish,valletta,25,0
cypriot,copenhagen,13,0
hungarian,madrid,37,1
maltese,valletta,39,1
cypriot,vilnius,13,0
czech,amsterdam,16,1
cypriot,paris,19,1
danish,copenhagen,19,0
latvian,paris,2,1
maltese,amsterdam,26,1
czech,copenhagen,24,0
greek,amsterdam,9,0
cypriot,paris,39,0
spanish,vienna,31,1
spanish,copenhagen,38,1
portuguese,rome,36,0
finnish,madrid,34,1
swedish,paris,32,1
austrian,madrid,42,1
polish,rome,20,0
romanian,copenhagen,31,0
latvian,rome,7,1
latvian,paris,31,1
lithuanian,paris,19,1
croatian,paris,2,0
swedish,rome,8,1
spanish,sofia,17,1
irish,amsterdam,39,0
maltese,amsterdam,5,1
bulgarian,paris,29,0
austrian,madrid,3,1
italian,madrid,35,0
cypriot,vilnius,5,1
polish,copenhagen,8,1
german,paris,34,1
romanian,valletta,25,1
bulgarian,sofia,5,0
lithuanian,copenhagen,2,1
french,madrid,31,0
polish,vilnius,24,0
maltese,valletta,32,0
swedish,valletta,42,0
luxembourgish,vienna,26,1
spanish,madrid,41,1
luxembourgish,paris,27,0
croatian,sofia,32,0
german,vienna,7,1
lithuanian,amsterdam,23,1
danish,paris,11,1
finnish,vienna,2,0
swedish,vienna,27,0
slovakian,vilnius,15,0
czech,copenhagen,11,0
finnish,madrid,15,1
romanian,paris,19,1
portuguese,copenhagen,22,0
spanish,valletta,17,1
latvian,vilnius,34,1
polish,sofia,16,0
italian,valletta,31,0
latvian,copenhagen,28,0
latvian,valletta,40,0
maltese,rome,2,0
lithuanian,vienna,28,1
polish,rome,22,0
maltese,sofia,25,1
slovene,valletta,15,1
swedish,valletta,32,1
austrian,amsterdam,1,1
luxembourgish,paris,21,1
italian,vienna,1,1
estonian,madrid,7,0
latvian,vienna,44,1
cypriot,valletta,44,1
slovene,valletta,21,0
german,sofia,23,0
maltese,copenhagen,24,0
greek,copenhagen,33,1
slovene,vienna,21,1
dutch,vilnius,40,0
bulgarian,rome,10,1
italian,amsterdam,41,0
polish,valletta,0,1
latvian,copenhagen,36,0
french,madrid,11,1
greek,valletta,21,0
estonian,amsterdam,30,0
luxembourgish,rome,2,1
czech,sofia,17,0
greek,madrid,15,1
hungarian,vilnius,18,0
czech,valletta,12,0
portuguese,copenhagen,35,1
dutch,rome,25,0
slovakian,rome,27,1
latvian,vienna,38,1
dutch,amsterdam,5,0
lithuanian,sofia,23,0
irish,copenhagen,3,0
maltese,madrid,35,1
swedish,copenhagen,26,0
romanian,vienna,17,0
lithuanian,valletta,14,1
spanish,valletta,25,0
polish,vilnius,41,1
french,sofia,16,0
polish,valletta,37,0
dutch,vienna,19,0
greek,amsterdam,36,0
hungarian,madrid,15,1
luxembourgish,rome,32,1
portuguese,valletta,1,0
dutch,vienna,25,1
slovakian,amsterdam,9,1
finnish,rome,27,0
latvian,amsterdam,7,0
latvian,rome,17,1
bulgarian,vilnius,37,0
romanian,vienna,20,0
hungarian,madrid,17,1
czech,madrid,35,0
portuguese,rome,9,0
french,amsterdam,31,0
italian,paris,42,0
slovene,valletta,17,0
finnish,copenhagen,16,0
french,vilnius,15,1
austrian,amsterdam,8,0
dutch,paris,6,1
hungarian,vilnius,42,1
irish,vilnius,31,0
irish,vilnius,2,0
slovakian,amsterdam,8,0
austrian,sofia,29,1
luxembourgish,amsterdam,15,0
croatian,madrid,24,0
croatian,amsterdam,17,0
portuguese,madrid,36,1
lithuanian,copenhagen,11,0
